Filter Keyword,WOW Job title,WOW Industry,New Job Category,New Industry Category,Final job title,Final industry,"[=COUNTIF (B:B, B1055)>1]",,,Num of unique job title,93,Num of unique industry,38
,Pizza Makers,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,"Chefs, Cooks, Pizza Makers, Dishwashers",Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Maker or Pizza Counter,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Man/Counter Person,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Counter Person/Pizza Maker,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Maker/Cashier,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Man,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Delivery Driver / line cook / waitress,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
bread,Overnight Bread Baker,Food & Beverage,Bread Baker,Restaurants & Food Service,bread baker,restaurants & food service,,,,,,,
,Bread Baker,Food & Beverage,Bread Baker,Restaurants & Food Service,bread baker,restaurants & food service,,,,,,,
,Experienced Overnight Bread Baker,Bakery,Bread Baker,Restaurants & Food Service,bread baker,restaurants & food service,,,,,,,
AM ,AM Prep Cook,Restaurants & Food Service,AM Worker,Restaurants & Food Service,am worker,restaurants & food service,,,,,,,
,Early AM Baker,Food & Beverage,AM Worker,Restaurants & Food Service,am worker,restaurants & food service,,,,,,,
,AM Prep & Dinner Service Line Cook,Restaurants & Food Service,AM Worker,Restaurants & Food Service,am worker,restaurants & food service,,,,,,,
,AM Baker,Food & Beverage,AM Worker,Restaurants & Food Service,am worker,restaurants & food service,,,,,,,
,AM Dish/Prep Clerk,Food & Beverage,AM Worker,Restaurants & Food Service,am worker,restaurants & food service,,,,,,,
PM,PM Line Cook,Restaurants & Food Service,PM Worker,Restaurants & Food Service,pm worker,restaurants & food service,,,,,,,
,PM Bar Manager,Restaurants & Food Service,PM Worker,Restaurants & Food Service,pm worker,restaurants & food service,,,,,,,
,PM Dish/Prep Clerk,Food & Beverage,PM Worker,Restaurants & Food Service,pm worker,restaurants & food service,,,,,,,
construction,Construction Manager,Construction,Construction Associate,Construction,construction associate,construction,,,,,,,
,Construction Security Officer,Security,Security Staff,Construction,security staff,construction,,,,,,,
,Construction Assistant,Construction,Construction Associate,Construction,construction associate,construction,,,,,,,
,Electrical Construction Manager,Construction,Construction Associate,Construction,construction associate,construction,,,,,,,
,Experienced Roofing/Construction Sales,Construction,Construction Associate,Construction,construction associate,construction,,,,,,,
Bagel,Part time afternoons Helper in Bagel store (Paramus),Food & Beverage,Bagel Helper,Restaurants & Food Service,bagel helper,restaurants & food service,,,,,,,
,Bagel Store Helper,Food & Beverage,Bagel Helper,Restaurants & Food Service,bagel helper,restaurants & food service,,,,,,,
coffee,Specialty Coffee Barista,Cafe,Barista,Restaurants & Food Service,barista,restaurants & food service,,,,,,,
,Coffee Shop Manager,Food & Beverage,Coffee Shop Manager,Restaurants & Food Service,coffee shop manager,restaurants & food service,,,,,,,
,Coffee Shift Supervisor ,Food & Beverage,Coffee Shop Manager,Restaurants & Food Service,coffee shop manager,restaurants & food service,,,,,,,
Administrative,Administrative Staff,Healthcare,Administrative Staff,Healthcare,administrative staff,healthcare,,,,,,,
,Administrative Officer - General Services ,Local Government ,Administrative Staff,"Government - Local, State & Federal",administrative staff,"government - local, state & federal",,,,,,,
,Administrative Assistant I ,"Government - Local, State & Federal",Administrative Staff,"Government - Local, State & Federal",administrative staff,"government - local, state & federal",,,,,,,
,Office Administrative Assistant,Fashion,Administrative Staff,Arts & Entertainment,administrative staff,arts & entertainment,,,,,,,
,Administrative Assistant,Healthcare,Administrative Staff,Healthcare,administrative staff,healthcare,,,,,,,
Veterinary,Veterinary Assistant,Pet Care,Administrative Staff,Animal Services,administrative staff,animal services,,,,,,,
,Veterinary receptionist/Assistant,Veterinary,Administrative Staff,Healthcare,administrative staff,healthcare,,,,,,,
Security,Operations Manager-Security and Hospitality NYC,Security,Security Staff,Construction,security staff,construction,,,,,,,
,Construction Security Officer,Security,Security Staff,Construction,security staff,construction,,,,,,,
,  Security,Restaurants & Food Service,Security Staff,Restaurants & Food Service,,,,,,,,,
,Security Guard,Restaurants & Food Service,Security Staff,Restaurants & Food Service,security staff,restaurants & food service,,,,,,,
Supervisor,Prep Supervisor,Hotels & Accommodation,Supervisor,Hospitality & Tourism,supervisor,hospitality & tourism,,,,,,,
,Food Production Supervisor,"Government - Local, State & Federal",Supervisor,"Government - Local, State & Federal",supervisor,"government - local, state & federal",,,,,,,
,Deli Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Culinary Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Cook Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Restaurant Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Supermarket Sales,Sales & Marketing,Supervisor,Sales & Marketing,supervisor,sales & marketing,,,,,,,
,SCM Purchasing Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Pizzeria Store Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Shift Lead/Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Scoopers and Supervisors ,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Kitchen Manager/Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Closing Shift Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Coffee Shift Supervisor ,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Cafe Operations Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Shift Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Retail Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,O.O.B(Out of Box) test Supervisor,Transportation & Logistics,Supervisor,Transportation & Logistics,supervisor,transportation & logistics,,,,,,,
,WH Operations Supervisor,Transportation & Logistics,Supervisor,Transportation & Logistics,supervisor,transportation & logistics,,,,,,,
,Production Supervisor,Biotech & Life Sciences,Supervisor,Biotech & Life Sciences,supervisor,biotech & life sciences,,,,,,,
Cafe,Barista / Cafe Server,Restaurants & Food Service,Barista,Restaurants & Food Service,barista,restaurants & food service,,,,,,,
,Barista / Cafe Associate,Restaurants & Food Service,Barista,Restaurants & Food Service,barista,restaurants & food service,,,,,,,
,Barista/Cafe Cook,Food & Beverage,Barista,Restaurants & Food Service,barista,restaurants & food service,,,,,,,
,Cafe Crew Position,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Cafe Operations Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,supervisor,restaurants & food service,,,,,,,
,Cafe/Juice Bar Team Member,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Barista,Restaurants & Food Service,Barista,Restaurants & Food Service,barista,restaurants & food service,,,,,,,
,Cafe Associate,Restaurants & Food Service,Associate,Restaurants & Food Service,associate,restaurants & food service,,,,,,,
,Cafe Cook,Food & Beverage,Cook,Restaurants & Food Service,cook,restaurants & food service,,,,,,,
,Cafe Member,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
,Juice Bar Team Member,Food & Beverage,Crew,Restaurants & Food Service,crew,restaurants & food service,,,,,,,
Prep,AM Dish/Prep Clerk,Food & Beverage,Prep Cook,,prep cook,,,,,,,,
,AM Prep & Dinner Service Line Cook,Restaurants & Food Service,Prep Cook,,prep cook,,,,,,,,
,AM Prep Cook,Restaurants & Food Service,Prep Cook,,prep cook,,,,,,,,
,Bar Prep,Restaurant ,Bar Prep,Restaurants & Food Service,bar prep,restaurants & food service,,,,,,,
,Bar Prep Position ,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,"Baristas, Cashiers/Assistants, Food Prep/Line Cooks",Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Cashier / salad maker asst prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Cashier/Cook/Prep,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Cook / Prep Cook,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Cook/Prep,Grocery Store,Prep Cook,Retail,prep cook,retail,,,,,,,
,Deli/Kitchen Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Dishwasher/Light Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Dishwasher/Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Food Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Food Prep Team Member,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Kitchen Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Line Cook & Prep Cook,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Line Cook and Prep Cook,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,"Line cook, prep cook and servers",Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Line Cook/Prep Cook,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Line Prep/Delivery Driver,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Management/Line/Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Part-time Cook/ Food Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Pastry Prep Cook,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Pizza - Line & Prep Cooks - Dishwashers,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Pizza and prep cook,,Prep Cook,,prep cook,,,,,,,,
,Pizza Cook/Salad Prep,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,"Pizza Cooks, Prep Cooks, & Porters",Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,PM Dish/Prep Clerk,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep /cashier /prep,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep & Appetizer Cook,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep Cook,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep Cook,Catering,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,prep cook / cold room,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,"Prep Cook, Line Cook",Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep Cook/Kitchen Help,Food & Beverage,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep Cook/Porter,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
,Prep Line Italian Food,Restaurants & Food Service,Prep Cook,Restaurants & Food Service,prep cook,restaurants & food service,,,,,,,
